Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
74.33333333,11,4,1,no,no,yes,python,web technologies,medium,medium,hacking,yes,Horror,Technical,no,no,Systems Security Administrator
79.44444444,10,3,7,no,yes,no,information security,cloud computing,poor,poor,Computer Architecture,no,Horror,Technical,no,no,UX Designer
75.44444444,4,6,4,no,yes,no,shell programming,web technologies,medium,poor,programming,yes,Autobiographies,Management,yes,no,Programmer Analyst
79.33333333,9,1,5,yes,no,no,hadoop,data science,medium,excellent,data engineering,yes,Autobiographies,Technical,no,no,Network Security Engineer
74.33333333,8,3,7,no,yes,yes,r programming,data science,medium,medium,Software Engineering,no,Trilogy,Management,no,yes,Database Manager
77.88888889,8,5,3,no,no,yes,machine learning,data science,medium,poor,IOT,no,Health,Management,yes,no,Web Developer
81.55555556,6,0,2,yes,yes,no,r programming,hacking,medium,excellent,networks,yes,Art,Management,yes,yes,Programmer Analyst
74.44444444,10,3,7,yes,yes,yes,distro making,data science,poor,excellent,cloud computing,yes,Journals,Management,no,yes,Applications Developer
75.11111111,7,0,1,no,yes,yes,app development,database security,excellent,excellent,hacking,no,Journals,Technical,yes,yes,Business Systems Analyst
80,4,2,7,yes,yes,yes,r programming,system designing,excellent,poor,hacking,no,Mystery,Technical,no,yes,Business Intelligence Analyst
81.33333333,5,6,8,no,no,no,app development,data science,poor,excellent,parallel computing,yes,Comics,Management,yes,no,Software Developer
76.66666667,9,5,6,no,yes,no,shell programming,game development,medium,poor,parallel computing,yes,Dictionaries,Technical,no,yes,Network Engineer
79,10,1,4,no,yes,no,app development,web technologies,excellent,excellent,parallel computing,yes,Journals,Management,yes,yes,Information Technology Manager
81.11111111,8,6,6,no,yes,no,full stack,web technologies,poor,poor,hacking,no,Journals,Technical,yes,yes,Technical Engineer
76.22222222,4,1,6,yes,yes,yes,information security,hacking,excellent,poor,data engineering,no,Anthology,Technical,no,no,Web Developer
74.77777778,5,4,4,no,no,no,app development,database security,excellent,excellent,networks,no,Anthology,Technical,no,yes,Solutions Architect
79.22222222,12,5,6,no,no,no,distro making,testing,poor,medium,IOT,no,Mystery,Management,no,yes,Business Intelligence Analyst
76.33333333,7,2,2,no,no,no,python,web technologies,medium,excellent,data engineering,yes,Science fiction,Technical,yes,yes,Quality Assurance Associate
77.33333333,8,4,6,no,yes,no,distro making,data science,excellent,medium,hacking,yes,Diaries,Technical,no,yes,Network Engineer
74.66666667,5,4,2,yes,no,no,shell programming,cloud computing,medium,medium,Software Engineering,no,Romance,Management,yes,no,Mobile Applications Developer
80.55555556,7,2,9,yes,no,yes,app development,database security,medium,medium,networks,no,Childrens,Technical,yes,yes,Network Security Administrator
76.66666667,11,0,8,no,yes,yes,app development,hacking,excellent,excellent,IOT,no,Health,Technical,yes,yes,Software Engineer
70.88888889,6,3,9,no,yes,no,python,testing,poor,poor,cloud computing,no,Health,Management,no,yes,Portal Administrator
78.33333333,9,5,8,yes,no,yes,full stack,hacking,poor,excellent,cloud computing,no,Mystery,Management,no,yes,Programmer Analyst
78.77777778,5,6,6,no,no,yes,hadoop,database security,excellent,poor,Computer Architecture,yes,Science fiction,Technical,yes,yes,Software Engineer
72.55555556,6,1,1,no,no,no,distro making,testing,excellent,poor,Management,yes,Guide,Technical,no,yes,Information Technology Auditor
69.66666667,10,4,6,no,no,no,python,cloud computing,poor,medium,cloud computing,no,Journals,Management,no,yes,Information Technology Auditor
70.22222222,7,5,1,no,no,yes,information security,web technologies,medium,medium,Computer Architecture,no,Drama,Management,yes,yes,Information Security Analyst
78.77777778,7,0,3,no,yes,no,python,hacking,excellent,medium,parallel computing,no,Childrens,Technical,no,yes,CRM Technical Developer
76,4,3,6,yes,yes,yes,python,game development,medium,poor,parallel computing,no,Anthology,Management,yes,yes,Database Developer
80.88888889,11,1,3,yes,yes,yes,machine learning,game development,poor,excellent,IOT,no,Poetry,Technical,yes,no,Database Developer
75.88888889,4,0,2,no,no,no,distro making,database security,poor,poor,Computer Architecture,no,Dictionaries,Technical,no,no,Software Engineer
76.88888889,9,0,2,yes,yes,yes,distro making,web technologies,poor,poor,cloud computing,no,Encyclopedias,Technical,yes,no,UX Designer
80.88888889,7,2,1,yes,no,no,distro making,system designing,excellent,poor,cloud computing,yes,Religion-Spirituality,Technical,no,no,Technical Engineer
70.66666667,12,2,3,yes,yes,yes,distro making,web technologies,excellent,medium,data engineering,no,Drama,Technical,no,yes,CRM Business Analyst
79,4,5,2,no,yes,yes,shell programming,database security,excellent,medium,parallel computing,no,Religion-Spirituality,Management,yes,no,Database Developer
72.11111111,7,5,8,no,no,no,app development,game development,medium,medium,Software Engineering,yes,Guide,Technical,no,yes,CRM Technical Developer
81.77777778,6,3,8,no,yes,no,machine learning,hacking,poor,excellent,networks,yes,Action and Adventure,Management,no,yes,Network Engineer
77.11111111,12,1,4,yes,yes,no,hadoop,system designing,poor,excellent,Management,yes,Autobiographies,Technical,no,yes,Solutions Architect
76.33333333,5,6,8,yes,no,yes,information security,web technologies,poor,excellent,programming,no,Diaries,Management,yes,no,Network Security Engineer
75.88888889,10,5,7,no,yes,no,machine learning,web technologies,medium,poor,IOT,yes,Biographies,Management,no,no,UX Designer
73.88888889,9,1,8,no,yes,yes,r programming,system designing,poor,excellent,Software Engineering,no,Comics,Management,no,yes,Project Manager
70.33333333,8,6,3,no,yes,yes,python,data science,excellent,medium,data engineering,no,Diaries,Technical,yes,no,Technical Services/Help Desk/Tech Support
82.66666667,6,2,9,no,no,yes,app development,game development,medium,poor,cloud computing,yes,Mystery,Management,no,yes,Network Security Administrator
73.33333333,9,2,3,no,yes,yes,information security,system designing,medium,poor,Software Engineering,yes,Math,Management,no,yes,Information Technology Auditor
77.22222222,9,2,3,yes,no,no,app development,web technologies,excellent,medium,programming,yes,Dictionaries,Technical,no,no,Software Quality Assurance (QA) / Testing
77.22222222,8,2,6,yes,no,yes,app development,database security,medium,medium,hacking,no,Trilogy,Management,yes,no,Database Administrator
74,12,1,1,yes,yes,yes,machine learning,system designing,medium,excellent,cloud computing,no,Anthology,Technical,no,yes,Applications Developer
73.66666667,8,4,7,no,yes,no,full stack,testing,excellent,excellent,parallel computing,yes,Comics,Management,no,no,Database Manager
78.55555556,5,2,4,no,yes,yes,python,cloud computing,medium,poor,hacking,yes,Diaries,Management,yes,yes,Portal Administrator
78.66666667,12,5,3,no,no,no,information security,system designing,poor,excellent,Software Engineering,no,Math,Technical,yes,yes,Project Manager
75,6,1,4,no,yes,yes,machine learning,cloud computing,excellent,excellent,Computer Architecture,no,Childrens,Management,yes,yes,Systems Security Administrator
75.77777778,6,6,8,yes,no,yes,shell programming,game development,poor,medium,networks,yes,Satire,Management,yes,no,Data Architect
78.55555556,4,0,7,yes,no,no,hadoop,cloud computing,medium,excellent,hacking,no,Comics,Technical,yes,no,Information Technology Manager
79.77777778,4,0,7,no,no,no,information security,data science,excellent,poor,parallel computing,no,Trilogy,Management,yes,no,Systems Security Administrator
74.33333333,5,0,2,no,yes,yes,r programming,database security,medium,excellent,Software Engineering,yes,Guide,Management,no,yes,Systems Security Administrator
72.66666667,6,3,9,no,no,yes,machine learning,game development,medium,poor,Software Engineering,no,Science,Technical,no,yes,Network Security Administrator
75.55555556,8,6,4,yes,yes,no,full stack,web technologies,poor,poor,parallel computing,no,Biographies,Technical,yes,no,Database Administrator
81,7,5,4,yes,no,yes,hadoop,data science,medium,excellent,cloud computing,yes,Anthology,Management,yes,no,Network Engineer
77.55555556,9,5,1,no,yes,no,python,data science,medium,poor,programming,no,Horror,Technical,yes,no,Systems Analyst
80.44444444,5,5,1,no,yes,yes,machine learning,database security,excellent,poor,Management,no,Romance,Technical,no,no,CRM Business Analyst
79.33333333,9,1,6,no,yes,no,distro making,system designing,excellent,poor,Software Engineering,no,Comics,Technical,yes,no,Network Security Administrator
74.55555556,4,6,6,no,yes,no,python,web technologies,excellent,medium,networks,no,Journals,Technical,no,yes,CRM Technical Developer
75.66666667,9,3,6,no,no,yes,distro making,cloud computing,medium,excellent,networks,no,Cookbooks,Technical,no,yes,Systems Security Administrator
78.44444444,11,2,9,yes,no,yes,information security,testing,excellent,poor,data engineering,no,Horror,Management,no,yes,Software Quality Assurance (QA) / Testing
75.55555556,8,3,6,yes,no,yes,python,database security,poor,poor,hacking,yes,Encyclopedias,Management,no,yes,Business Systems Analyst
74.33333333,9,3,2,yes,yes,no,shell programming,cloud computing,medium,excellent,networks,yes,Self help,Management,yes,yes,Information Technology Manager
82.55555556,6,4,4,yes,yes,yes,hadoop,data science,poor,excellent,networks,yes,Prayer books,Technical,no,yes,Information Technology Manager
81.66666667,7,4,3,yes,yes,yes,shell programming,web technologies,medium,medium,parallel computing,no,Guide,Management,no,no,UX Designer
75.22222222,12,1,8,no,yes,yes,r programming,system designing,excellent,medium,Computer Architecture,yes,Drama,Management,yes,yes,CRM Business Analyst
82.33333333,12,2,3,yes,no,yes,r programming,database security,poor,medium,Software Engineering,yes,Art,Technical,yes,no,CRM Technical Developer
68.22222222,11,1,2,yes,no,yes,r programming,database security,excellent,poor,hacking,no,Anthology,Technical,no,yes,Information Technology Auditor
79.66666667,8,6,5,yes,no,no,distro making,cloud computing,excellent,poor,cloud computing,yes,Diaries,Technical,yes,yes,Database Developer
75.44444444,12,2,4,no,no,yes,machine learning,game development,poor,medium,Management,yes,Poetry,Management,yes,yes,E-Commerce Analyst
74.88888889,7,4,5,no,yes,yes,machine learning,system designing,poor,excellent,hacking,yes,Mystery,Management,yes,no,Systems Security Administrator
76.55555556,7,0,2,yes,yes,yes,full stack,system designing,excellent,poor,data engineering,yes,Drama,Management,no,yes,Information Security Analyst
76.77777778,10,4,2,yes,no,yes,r programming,cloud computing,excellent,medium,data engineering,yes,Horror,Management,no,yes,Database Developer
72,9,4,5,yes,no,no,shell programming,testing,medium,poor,hacking,no,Poetry,Management,yes,yes,Information Security Analyst
83.22222222,9,4,1,no,yes,yes,app development,data science,excellent,poor,cloud computing,no,Satire,Technical,no,no,Network Security Administrator
76.55555556,9,5,2,no,no,yes,r programming,data science,poor,medium,networks,yes,Comics,Management,no,no,Technical Support
73.11111111,11,3,4,yes,no,yes,full stack,system designing,medium,poor,data engineering,no,Religion-Spirituality,Management,no,yes,Data Architect
79.22222222,5,3,3,yes,no,yes,machine learning,web technologies,poor,excellent,hacking,no,Romance,Management,no,yes,CRM Business Analyst
74.33333333,4,1,7,no,no,no,information security,web technologies,medium,medium,cloud computing,yes,Mystery,Management,no,yes,Programmer Analyst
82.66666667,7,4,3,yes,yes,yes,r programming,database security,excellent,excellent,networks,no,Religion-Spirituality,Management,no,no,Information Technology Manager
77.33333333,5,4,8,no,yes,no,full stack,web technologies,poor,medium,Software Engineering,no,Horror,Technical,no,no,Systems Analyst
75.44444444,9,6,2,no,no,yes,machine learning,web technologies,poor,excellent,hacking,yes,Self help,Technical,yes,no,Technical Support
75.22222222,5,6,4,yes,yes,yes,information security,hacking,poor,excellent,cloud computing,no,Horror,Management,yes,no,Systems Security Administrator
73.88888889,9,2,7,no,no,yes,app development,hacking,medium,excellent,Computer Architecture,yes,Journals,Technical,no,yes,Web Developer
77.11111111,12,0,6,no,no,no,full stack,cloud computing,poor,medium,networks,no,Childrens,Technical,yes,yes,Systems Security Administrator
77.33333333,12,6,5,no,no,yes,hadoop,cloud computing,poor,poor,Computer Architecture,yes,Comics,Technical,no,yes,Database Developer
81.33333333,7,4,2,yes,no,yes,machine learning,database security,excellent,poor,programming,no,Autobiographies,Technical,no,no,Software Systems Engineer
81,6,6,8,no,yes,no,shell programming,game development,excellent,medium,programming,yes,Science,Technical,yes,no,Mobile Applications Developer
75.44444444,8,0,4,no,no,yes,shell programming,game development,excellent,poor,IOT,yes,Action and Adventure,Management,yes,no,Technical Engineer
77.44444444,11,2,2,no,no,no,information security,game development,medium,poor,hacking,no,Health,Technical,yes,no,Systems Analyst
73.55555556,4,3,3,no,yes,no,python,game development,excellent,excellent,hacking,no,Guide,Technical,no,yes,Software Systems Engineer
75.11111111,6,4,1,yes,no,no,app development,web technologies,excellent,poor,networks,yes,Science,Management,yes,no,Software Developer
79.22222222,6,1,5,yes,no,yes,python,system designing,excellent,poor,programming,yes,Science,Management,no,no,Technical Engineer
79.11111111,10,5,1,yes,yes,yes,full stack,system designing,medium,excellent,Software Engineering,no,Biographies,Technical,no,no,Database Developer
77.55555556,8,1,5,no,yes,no,python,system designing,excellent,medium,networks,yes,Fantasy,Management,no,yes,Portal Administrator
76,11,2,9,yes,yes,no,full stack,testing,medium,excellent,hacking,no,Childrens,Technical,yes,no,Project Manager
77.88888889,9,1,5,yes,no,no,distro making,hacking,excellent,medium,parallel computing,yes,Religion-Spirituality,Technical,yes,yes,Network Engineer
74,7,0,6,yes,yes,no,distro making,database security,excellent,excellent,cloud computing,yes,Guide,Management,no,yes,Business Intelligence Analyst
